분류|대출건수합계|평균대출건수
986.3|2|2.0
330.901|2|2.0
386.9|2|1.0
574.0029|2|2.0
375.04|2|2.0
334.230911|2|2.0
340.10912|2|2.0
338.30911|2|2.0
238.31|2|2.0
916.2|2|1.0
235.37|2|1.0
027.0911|2|2.0
027.0942|2|2.0
673.622099|2|2.0
673.66|2|0.25
525.19|2|2.0
495.704|2|2.0
322.9529011|2|1.0
573.13|2|2.0
375.14539|2|2.0
570.6019|2|0.67
301.9|2|2.0
440.3|2|2.0
551.9|2|2.0
552.2|2|2.0
442.209|2|2.0
375.149|2|2.0
071.23|2|2.0
859.6|2|2.0
351.183|2|2.0
336.2|2|2.0
986.78|2|2.0
499.03|2|2.0
499.05|2|1.0
498.58|2|1.0
336.86|2|2.0
309.1375|2|2.0
570.311|2|0.67
570.312|2|2.0
569.99|2|2.0
326.102|2|2.0
569.74|2|0.5
349.25029|2|2.0
525.63|2|2.0
498.0942|2|2.0
498.6|2|2.0
26.81|2|2.0
999.81|2|1.0
986.4802|2|2.0
325.162|2|2.0
376.635|2|2.0
376.641|2|1.0
325.90912|2|2.0
325.70942|2|2.0
235.6512|2|2.0
569.274|2|2.0
336.25|2|2.0
028.53|2|0.5
445.03|2|2.0
320.905|2|0.67
521.7011|2|2.0
520.913|2|0.67
520.9194|2|2.0
520.942|2|2.0
497.96|2|0.5
523.6|2|2.0
069.8535|2|2.0
715.07|2|2.0
715.8|2|2.0
331.3729011|2|1.0
889.09|2|2.0
319.0911|2|0.03
714.03|2|0.22
350.51|2|1.0
454.050911|2|2.0
320.928|2|2.0
510.3|2|1.0
692.0912|2|1.0
365.55|2|0.5
694.0911|2|2.0
694.4|2|2.0
913.076|2|2.0
331.3712011|2|2.0
375.413|2|2.0
375.4539|2|2.0
892.4|2|2.0
513.898099|2|2.0
892.1099|2|2.0
556.203|2|2.0
336.03|2|0.22
733.0|2|0.13
734.7|2|2.0
519.3813|2|2.0
519.392|2|2.0
519.47|2|2.0
511.12|2|2.0
511.1461|2|2.0
238.23|2|2.0
238.242|2|2.0
454.09|2|2.0
720.7|2|1.0
328.03|2|2.0
567.2077|2|2.0
718.71|2|2.0
336.0913|2|2.0
375.4693|2|2.0
375.47114|2|2.0
556.97|2|2.0
032|2|0.04
679.16|2|2.0
679.222|2|2.0
518.12|2|2.0
519.69|2|1.0
677.5|2|2.0
731.0|2|2.0
897.7099|2|2.0
410.265|2|2.0
453.42|2|2.0
070.099|2|2.0
327.0912|2|2.0
327.20911|2|1.0
679.71|2|0.67
679.82099|2|2.0
511.171|2|1.0
224.099|2|0.67
224.1745|2|2.0
518.31|2|2.0
497.4|2|2.0
235.884|2|1.0
911.0016|2|0.67
326.315|2|2.0
814.509|2|1.0
814.608|2|0.67
566.46|2|2.0
325.64|2|2.0
325.663023|2|2.0
375.46015|2|2.0
558.68|2|2.0
912.048|2|2.0
349.42018|2|2.0
349.911|2|2.0
326.361|2|2.0
911.0024|2|0.5
069.0913|2|2.0
069.09186|2|2.0
069.0929|2|2.0
911.00918|2|2.0
911.018|2|1.0
520.3|2|1.0
340.917|2|2.0
691.759|2|2.0
511.165|2|2.0
679.51|2|1.0
350.2198|2|1.0
563.93|2|2.0
563.97|2|1.0
792.89|2|2.0
326.180915|2|2.0
329.41|2|0.67
329.14077|2|2.0
691.209|2|2.0
691.54|2|2.0
511.41|2|2.0
381.7504|2|2.0
375.5|2|2.0
325.55059|2|2.0
350.12|2|2.0
350.151|2|2.0
558.65|2|2.0
236.9241|2|2.0
911.0699|2|2.0
989.13|2|0.5
15.12|2|2.0
16.911|2|1.0
12.7|2|1.0
392.0912|2|2.0
223.95|2|2.0
690.99|2|1.0
511.57|2|2.0
511.75|2|2.0
325.9034|2|2.0
561.107|2|2.0
325.711|2|2.0
811.409|2|1.0
514.416|2|2.0
811.29|2|2.0
559.13|2|2.0
321.62|2|2.0
320.96|2|2.0
320.9811|2|2.0
320.9853|2|2.0
225|2|0.5
225.3|2|0.67
381.75026|2|2.0
519.3|2|1.0
012.111|2|2.0
811.9081|2|2.0
812.0|2|2.0
236.924|2|2.0
808.88|2|1.0
809.06|2|2.0
911.52|2|1.0
450.34|2|2.0
350.0109|2|2.0
336.40928|2|2.0
519.698|2|2.0
519.3822|2|1.0
519.38549|2|2.0
512.56|2|2.0
329.9012|2|2.0
365.113|2|2.0
321.3209|2|2.0
680.9116|2|2.0
911.08|2|2.0
559.9323|2|2.0
514.21|2|2.0
514.248|2|2.0
519.33|2|2.0
364.68|2|0.67
340.2109|2|2.0
383.2|2|2.0
495.132|2|2.0
810.98|2|2.0
810.988|2|2.0
811.02|2|2.0
559.421|2|1.0
323.7|2|2.0
911.83|2|1.0
911.91|2|2.0
385.2|2|1.0
450.963|2|2.0
559.474|2|2.0
559.6023|2|2.0
344.027|2|0.67
344.04|2|2.0
617.9|2|2.0
392.13|2|2.0
740.92|2|2.0
391.0911|2|2.0
364.704|2|2.0
514.251034|2|2.0
329.90023|2|2.0
011.212|2|1.0
519.471|2|2.0
340.20921|2|2.0
309.112222|2|2.0
991.191|2|2.0
383.33|2|2.0
012.904|2|1.0
514.215|1|1.0
1.073|1|1.0
4.5782|1|1.0
1.9|1|0.5
340.921|1|1.0
340.1019|1|1.0
519.17|1|1.0
012.12|1|1.0
012.21|1|0.33
685.509|1|0.5
685.52|1|1.0
364.72|1|0.2
12.04|1|1.0
012.22|1|1.0
322.9513|1|0.33
990.0911|1|1.0
519.05|1|1.0
989.1|1|0.5
989.115|1|0.06
223.3|1|1.0
364.7|1|0.25
685.12|1|0.5
514.22|1|1.0
514.77|1|1.0
514.795|1|1.0
340.9203|1|1.0
308.91174|1|1.0
420.03|1|1.0
004.073|1|1.0
522.0911|1|0.25
522.091199|1|0.5
004.034|1|1.0
26.11|1|1.0
26.99|1|1.0
522.1092|1|1.0
522.15|1|1.0
998.81|1|1.0
222.3|1|1.0
513.385|1|1.0
364.723|1|1.0
329.6311|1|1.0
688.059|1|0.33
688.091189|1|0.5
513.8533|1|1.0
522.26|1|1.0
522.60911|1|0.5
322.63|1|1.0
523.61|1|1.0
322.9524|1|1.0
28.1|1|0.25
989.114|1|1.0
684.2|1|1.0
684.4|1|1.0
684.6|1|1.0
685.103|1|1.0
60.1|1|1.0
340.10915|1|1.0
340.9236|1|0.5
69.85491|1|1.0
982.98102|1|0.07
70.4027|1|1.0
339.02|1|1.0
339.04|1|1.0
380.9141|1|1.0
982.74|1|1.0
016|1|0.5
016.15153|1|1.0
517.0911|1|1.0
517.23|1|1.0
680.91171|1|1.0
364.604|1|1.0
391.64|1|1.0
329.40028|1|0.33
684.0942|1|1.0
515.14|1|1.0
016.3322|1|1.0
116.1|1|1.0
414.37|1|1.0
301.0951|1|1.0
421.35|1|0.5
151.099|1|1.0
341.0911|1|1.0
341.0918|1|1.0
341.38|1|1.0
342.10942|1|1.0
525.937|1|1.0
220.91199|1|1.0
220.914|1|1.0
512.15|1|1.0
365.111|1|1.0
526.2409|1|1.0
526.30911|1|1.0
155.4|1|1.0
166.9|1|1.0
300.911|1|1.0
423.4|1|1.0
380.91186|1|0.33
380.91189|1|0.5
517.6242|1|1.0
329.14034|1|1.0
329.145|1|1.0
691.20911|1|1.0
511.404|1|1.0
691.73|1|1.0
516.938526|1|1.0
680.13|1|0.5
982.3802|1|1.0
981.1325|1|0.5
182.6912|1|0.25
981.82|1|1.0
380.9119|1|0.5
380.91235|1|0.5
526.31|1|1.0
526.357|1|1.0
526.42|1|1.0
981.18295|1|1.0
528.94|1|1.0
529.209|1|1.0
380.91171|1|0.33
491.33|1|1.0
320.94|1|1.0
320.941|1|1.0
679.232|1|1.0
512.425|1|1.0
690.073|1|1.0
690.911|1|1.0
329.112|1|1.0
527.41025|1|1.0
967.0|1|1.0
527.63|1|1.0
527.34|1|0.33
016.950|1|1.0
519.353|1|0.5
679.317|1|1.0
679.39|1|1.0
517.57|1|1.0
679.75|1|1.0
517.374|1|1.0
329.40911|1|1.0
338.22024|1|1.0
338.24024|1|1.0
338.27|1|0.5
193.2|1|0.5
981.303|1|1.0
342.1326|1|1.0
323.012|1|1.0
215.88|1|1.0
981.254|1|1.0
017.8|1|1.0
330.915|1|1.0
330.9231|1|0.5
364.50911|1|1.0
679.31309|1|1.0
679.315|1|1.0
519.05|1|1.0
529.31|1|1.0
529.39|1|1.0
199.2|1|0.2
529.451|1|1.0
529.49|1|1.0
981.18|1|0.5
981.191|1|0.5
530.23077|1|1.0
926.07|1|1.0
519.6|1|1.0
499.82|1|1.0
500.23|1|1.0
500.99|1|1.0
510.911|1|1.0
511.11|1|1.0
693.2|1|1.0
499.747|1|1.0
330.9111|1|1.0
379.73|1|1.0
219.29|1|1.0
981.171|1|1.0
427.62|1|0.5
530.456|1|1.0
924.02|1|1.0
429.304|1|1.0
517.17|1|1.0
530.8069|1|0.5
674.099|1|1.0
674.4|1|1.0
498.87|1|1.0
218|1|1.0
365.542|1|1.0
919.4|1|1.0
532.44|1|1.0
517.10911|1|1.0
346.9|1|1.0
338.059|1|0.5
323.7|1|0.33
323.7494|1|1.0
534.01|1|1.0
981.103|1|0.04
981.104|1|1.0
981.125|1|1.0
224.4|1|1.0
226.912|1|1.0
227.51|1|1.0
534.96|1|0.33
673.6109|1|1.0
364.221|1|1.0
364.2282|1|1.0
522.5|1|1.0
365.53|1|1.0
498.02|1|1.0
913.5|1|1.0
228.5|1|1.0
346.29|1|1.0
346.53|1|1.0
254|1|1.0
535.24|1|1.0
535.91|1|1.0
536.0911|1|1.0
672.30911|1|1.0
526.552|1|1.0
491.193|1|1.0
695.4034|1|1.0
536.6|1|1.0
979|1|0.5
233.04|1|1.0
537.04|1|0.5
430.913|1|1.0
349.11014|1|1.0
539.116|1|1.0
378.904|1|1.0
379.03|1|0.5
516.943|1|1.0
516.954|1|1.0
527.9|1|1.0
528.099|1|1.0
528.8|1|1.0
527.34|1|1.0
673.3|1|1.0
673.4913|1|1.0
673.49141|1|1.0
673.492|1|0.5
912.37|1|1.0
912.7|1|1.0
538.7|1|1.0
265.026|1|1.0
384.30912|1|1.0
385.03|1|0.5
488.9|1|1.0
489.565|1|1.0
489.91|1|1.0
364.145|1|1.0
364.1523|1|1.0
365.721|1|1.0
226.92|1|1.0
489.995|1|1.0
327.982|1|1.0
671.41|1|0.5
671.6104|1|1.0
349.11012016|1|0.33
349.111012|1|1.0
233.69|1|1.0
539.53|1|1.0
539.54|1|0.33
530.023|1|1.0
331.0913|1|1.0
486.603|1|1.0
366.03|1|1.0
215|1|0.5
215.824|1|1.0
931.1003|1|1.0
324.3023|1|0.5
911.92|1|1.0
378.011|1|0.5
433.42|1|0.5
540.027|1|0.5
911.047|1|1.0
539.9804|1|0.5
489.55|1|1.0
668.89116|1|1.0
364.211|1|1.0
530.44|1|1.0
670.34|1|0.5
670.924|1|1.0
530.018|1|1.0
539.99023|1|1.0
911.062|1|1.0
024.4077|1|1.0
024.51|1|1.0
236.4|1|1.0
910.5|1|1.0
911.00918|1|0.5
540.15027|1|1.0
235.885|1|1.0
516.53|1|0.5
516.9142|1|1.0
516.92123|1|1.0
475.099|1|1.0
700.27|1|1.0
700.4|1|1.0
506|1|0.33
530.969|1|0.5
530.0913|1|1.0
530.22|1|0.5
909.9|1|1.0
910.1|1|1.0
324.4059|1|0.06
238.25|1|1.0
892.808|1|1.0
892.88|1|1.0
543.2|1|1.0
543.3|1|1.0
349.14012|1|1.0
300.11|1|0.5
534.0911|1|1.0
209.1|1|0.5
209.12|1|0.2
530.46|1|1.0
530.967|1|1.0
209.5|1|1.0
481.909|1|1.0
547.82|1|1.0
377.04|1|1.0
919.6|1|1.0
238.78|1|1.0
238.92|1|0.33
439.782|1|1.0
532.841|1|1.0
201.0912|1|1.0
366.243|1|1.0
549.386|1|1.0
026.2|1|0.2
301.53|1|1.0
549.8|1|1.0
549.82|1|0.17
549.869|1|0.33
833.608|1|1.0
550.0733|1|1.0
918.73|1|1.0
027.07|1|1.0
301.0913|1|1.0
301.4|1|1.0
027.3|1|0.5
325.3077|1|1.0
658.52|1|1.0
539.99034|1|1.0
539.8|1|1.0
393.6|1|1.0
1991.|1|1.0
026.8|1|1.0
027.01|1|1.0
238.2582|1|1.0
443.85|1|0.5
913.25|1|0.33
827.0|1|1.0
555.83|1|1.0
556.34|1|1.0
556.024|1|1.0
540.22|1|1.0
510.034|1|0.5
472.028|1|1.0
658.0923|1|1.0
658.09269|1|1.0
028.403|1|1.0
028.63|1|1.0
321.382|1|1.0
376.549|1|0.5
325.2404|1|1.0
823.09|1|1.0
823.609|1|1.0
820.099|1|1.0
349.8107|1|1.0
349.911013|1|1.0
912.1212|1|1.0
321.203|1|1.0
321.6|1|1.0
446.99|1|1.0
515.12074|1|1.0
813.5026|1|1.0
709.11|1|0.33
470.3|1|1.0
710.27|1|0.5
812.5|1|1.0
912.04|1|0.33
811.603|1|0.5
029.509|1|1.0
322.1193|1|1.0
813.026|1|1.0
811.9099|1|1.0
336.42581|1|1.0
336.44|1|0.5
912.001|1|0.17
912.009|1|0.5
912.0094|1|0.5
322.29|1|1.0
385.3|1|1.0
481.92118295|1|1.0
227.59|1|1.0
510.28|1|1.0
193.3|1|0.5
321.55077|1|1.0
322.92|1|1.0
323.31|1|1.0
911.86|1|0.5
911.97|1|0.25
810.91|1|0.5
810.911|1|1.0
810.9114|1|1.0
810.92|1|1.0
555.6|1|1.0
551.0|1|1.0
547.034|1|1.0
453.7|1|1.0
331.37110148|1|1.0
549.869|1|1.0
376.4813|1|1.0
376.491|1|0.5
336.40925|1|1.0
336.42556|1|1.0
911.7|1|0.2
911.73|1|0.5
559.3154|1|1.0
191.2|1|1.0
327.26023|1|1.0
556.7076|1|1.0
556.92|1|1.0
557.9|1|1.0
443.51025|1|1.0
362.4|1|1.0
559.404|1|1.0
559.4076|1|1.0
559.4203|1|1.0
911.75|1|0.2
450.9|1|1.0
559.4225|1|1.0
559.62|1|1.0
236.997|1|1.0
911.66|1|0.5
911.35|1|1.0
325.48077|1|1.0
390.8|1|0.12
321.341|1|1.0
718.2|1|0.5
320.9104|1|1.0
320.9116|1|0.5
552.3|1|1.0
553.0|1|1.0
553.332|1|1.0
553.4|1|1.0
559.716|1|1.0
911.504|1|1.0
238.20912|1|1.0
238.20913|1|1.0
911.073|1|0.5
911.0745099|1|1.0
559.9077|1|1.0
514.216|1|1.0
042|1|1.0
558.6|1|1.0
718.4|1|1.0
715.203|1|1.0
442.0|1|1.0
336.50925|1|1.0
350.045|1|1.0
237.41|1|1.0
560.72|1|0.5
560.74|1|0.5
911.0605|1|0.25
326.140913|1|1.0
808.6|1|1.0
561|1|0.33
795.0|1|1.0
559.31516|1|1.0
559.12|1|1.0
718.86|1|0.5
481.604|1|1.0
558.034|1|1.0
799.9|1|1.0
562.7|1|1.0
564.48|1|1.0
792.6|1|1.0
911.041|1|1.0
325.97|1|1.0
326.211|1|1.0
326.303|1|0.5
911.0093|1|1.0
911.026|1|0.5
559.634|1|1.0
640.9|1|0.5
190.10912|1|1.0
718.4903|1|1.0
718.55|1|1.0
718.7903|1|1.0
559.70911|1|1.0
647|1|1.0
649.5|1|0.5
559.315119|1|1.0
326.173|1|1.0
336.404|1|0.5
565.8|1|0.5
783.0|1|0.17
513.9944904|1|1.0
560.1|1|1.0
560.34|1|1.0
415.83|1|1.0
724.5|1|0.5
362.018|1|1.0
326.2023|1|1.0
326.20912|1|1.0
750.7|1|1.0
326.47023|1|1.0
326.711|1|1.0
741.0|1|1.0
325.67|1|1.0
325.7027|1|1.0
910.004|1|0.5
910.091|1|1.0
452.24|1|0.5
566.721|1|1.0
069.8911|1|0.25
070.07|1|1.0
070.092|1|1.0
228.781|1|1.0
228.89|1|0.5
421.6|1|1.0
721.103|1|0.5
563.49|1|0.5
453.72|1|1.0
902.54|1|1.0
905|1|1.0
908.1|1|1.0
739.9|1|1.0
738.0|1|1.0
327.54|1|1.0
566.57|1|1.0
566.74|1|1.0
367.80912|1|1.0
632.904|1|1.0
724.703|1|0.25
566.8|1|1.0
566.813|1|1.0
511.1683|1|1.0
361.7|1|1.0
897.71|1|0.5
309.17666|1|1.0
235.885|1|1.0
375.481|1|1.0
328.46|1|1.0
328.8|1|1.0
897.4099|1|1.0
327.03|1|0.12
735.9|1|1.0
231.073|1|1.0
395|1|1.0
396|1|1.0
566.872|1|1.0
566.88|1|1.0
567.4|1|1.0
567.8|1|1.0
350.29|1|1.0
335.94|1|1.0
336.02|1|0.1
327.50925|1|1.0
454.023|1|0.5
731.403|1|0.5
721.0|1|1.0
721.1|1|1.0
721.2503|1|1.0
723.1|1|1.0
183.223|1|1.0
480.911|1|1.0
398.0|1|1.0
398.23|1|1.0
397.099|1|1.0
327.023|1|0.33
718.01|1|0.5
350.473294|1|1.0
454.010942|1|1.0
718.76|1|1.0
375.4004|1|0.5
892.55099|1|1.0
330.913|1|1.0
330.926|1|1.0
320.018|1|1.0
454.93|1|0.5
368.134|1|0.33
369.126|1|1.0
369.144|1|1.0
569.74|1|0.5
569.909|1|1.0
513.932|1|0.5
331.9011|1|1.0
331.50929|1|1.0
879.099|1|1.0
714.09|1|1.0
715.03|1|0.33
331.3725011|1|1.0
458.464|1|1.0
390.10911|1|1.0
739.403|1|1.0
739.43|1|0.5
326.77919|1|1.0
569.98077|1|1.0
622|1|1.0
624|1|0.33
569.47|1|1.0
350.78034|1|0.5
569.9023|1|1.0
325.77023|1|1.0
569.92072|1|1.0
350.7099|1|0.5
350.74|1|1.0
350.77|1|0.33
457.017|1|0.5
860.905|1|1.0
569.9803|1|0.09
711.26|1|1.0
574.03|1|1.0
331.5092|1|1.0
331.50929|1|0.5
570.32|1|1.0
572.0|1|1.0
388.11325|1|1.0
351.12104|1|0.33
335.92|1|1.0
336.02|1|0.5
336.40911|1|1.0
859.92|1|1.0
701.003|1|1.0
850.09|1|1.0
852.04|1|1.0
070.5|1|0.33
477.09|1|1.0
477.3113|1|1.0
230.93|1|1.0
610.92045|1|1.0
575.702|1|1.0
573.5503|1|1.0
570.0733|1|1.0
326.103|1|1.0
338.06|1|1.0
469.2|1|1.0
375.1423|1|1.0
572.1|1|1.0
572.20911|1|1.0
572.26|1|0.5
340.10913|1|1.0
338.26|1|1.0
338.34|1|1.0
388.613|1|0.5
586.0|1|1.0
586.73|1|1.0
386.526|1|1.0
574.82|1|1.0
070.942|1|0.33
071.2|1|1.0
471.3|1|1.0
841.01|1|1.0
352.2|1|1.0
388.1114|1|1.0
388.11175|1|1.0
573.9|1|1.0
695.9|1|1.0
374.913|1|0.5
334.22304|1|1.0
574.75204|1|1.0
574.755|1|1.0
513.8523|1|1.0
513.852504|1|1.0
102.6|1|1.0
103.4|1|1.0
375.11|1|1.0
511.463|1|0.5
576.0|1|1.0
577.6|1|1.0
578.708|1|1.0
369.2|1|0.33
369.903|1|1.0
370.1304|1|1.0
592.1|1|1.0
591.93|1|1.0
380.9315|1|1.0
381.30913|1|1.0
381.57|1|1.0
590.8|1|1.0
610.911026|1|1.0
326.1091188|1|1.0
696.4|1|1.0
342.137|1|1.0
574.9029|1|1.0
575.5499|1|1.0
340.92996|1|1.0
340.943|1|1.0
574.7|1|1.0
574.75203|1|1.0
354.21|1|0.5
354.23|1|1.0
692.011|1|1.0
593.4|1|1.0
609.111|1|1.0
577.9|1|1.0
359.014|1|1.0
346.13|1|1.0
579.127|1|1.0
579.14|1|1.0
513.79|1|1.0
326.175|1|1.0
374.8113|1|1.0
374.8143|1|1.0
326.140913|1|1.0
472.028|1|1.0
320.25|1|1.0
320.6|1|1.0
406|1|0.33
594.5034|1|1.0
594.10733|1|1.0
326.430911|1|1.0
326.7125|1|0.33
321.555597|1|1.0
407.2|1|1.0
830.099|1|1.0
830.16|1|1.0
374.679|1|1.0
326.16209|1|1.0
326.16503|1|1.0
326.16509|1|1.0
594.553|1|1.0
370.2|1|0.5
231.91|1|1.0
592.9|1|1.0
378.6|1|1.0
378.9096|1|1.0
688.09183|1|1.0
823.2026|1|1.0
349.8|1|1.0
349.11026|1|1.0
820.099|1|1.0
350.8|1|1.0
588.09|1|1.0
685.268|1|1.0
821.7099|1|1.0
822.409|1|0.5
350.0911|1|1.0
388.115|1|1.0
472.132|1|1.0
360.2|1|0.5
815.02|1|1.0
816.56|1|0.5
388.31156|1|1.0
376.649|1|1.0
792.803|1|0.12
326.431|1|1.0
594.536|1|1.0
602.511|1|1.0
332.60929|1|1.0
326.3903|1|0.5
326.39338|1|1.0
374.517|1|0.5
374.5699|1|1.0
356.23|1|1.0
591.93|1|1.0
592,27|1|1.0
377.2|1|1.0
512.153|1|1.0
682.113|1|1.0
592.07|1|1.0
145|1|0.5
388.114|1|1.0
361.253|1|1.0
513.531|1|1.0
679.526|1|1.0
679.73|1|1.0
679.82|1|1.0
151.3099|1|1.0
360.28|1|0.5
677.61|1|1.0
374.307|1|1.0
374.34|1|0.33
475.03|1|0.25
600.91105|1|1.0
362.116|1|1.0
362.42|1|1.0
679.072|1|1.0
592.6|1|1.0
676.5|1|1.0
677.28|1|1.0
593.1|1|1.0
362.013|1|1.0
813.7081|1|0.5
673.6|1|1.0
152.43|1|1.0
513,385|1|1.0
600.2|1|0.5
600.3|1|1.0
375.1465|1|1.0
799.10911|1|1.0
8|1|1.0
598.19|1|1.0
600.69116|1|1.0
673.4942|1|1.0
374.0298|1|1.0
374.1265|1|1.0
359.116072|1|1.0
359.1174|1|1.0
359.12|1|1.0
359.24|1|0.33
359.26|1|1.0
594.51034|1|0.5
594.51099|1|1.0
668.8391|1|1.0
371.0942|1|0.5
326.33|1|1.0
609.104|1|1.0
609.11034|1|1.0
360.10911|1|0.5
320.914|1|1.0
397.604|1|1.0
326.3901|1|1.0
673.196|1|1.0
594.355|1|1.0
670.34|1|1.0
811.9026|1|0.33
812.58|1|1.0
326.211091|1|1.0
326.21942|1|1.0
372.69|1|0.5
326.39011|1|1.0
371.023|1|1.0
371.06|1|1.0
233.088152|1|1.0
374.679|1|1.0
600.023|1|1.0
370.91184|1|1.0
388.61|1|1.0
811.602|1|1.0
365.541|1|1.0
326.30911|1|1.0
594.542981|1|1.0
659.0912|1|1.0
472.526323|1|0.25
512.425|1|1.0
360.3|1|0.33
332.2304|1|1.0
332.275|1|1.0
598.109231|1|1.0
610.34|1|1.0
811.303|1|1.0
811.3503|1|1.0
366.53|1|1.0
810.957|1|1.0
810.988|1|1.0
810.989|1|1.0
367.50912|1|1.0
367.514|1|1.0
326.315|1|1.0
233.088594|1|1.0
233.0886|1|1.0
616.1|1|1.0
617.04|1|1.0
618.69|1|1.0
372.48|1|0.5
388.2116|1|1.0
654.482|1|1.0
370.109|1|1.0
810.911|1|1.0
326.20942|1|0.33
594.9077|1|1.0
595.023|1|1.0
631.21199|1|1.0
360.05|1|0.33
332.63222|1|1.0
372,2|1|1.0
153.443|1|1.0
153.9|1|1.0
326.28023|1|0.5
326.2911042|1|1.0
596.1021|1|0.5
687.15099|1|1.0
991.103|1|0.12
309.11196|1|0.5
012.069|1|1.0
012.11|1|0.25
519.332|1|1.0
340.9144|1|1.0
991.203|0|0.0
999.8|0|0.0
998.39|0|0.0
998.592|0|0.0
340.914|0|0.0
991.153|0|0.0
991.183|0|0.0
991.184|0|0.0
991.19|0|0.0
992.9|0|0.0
381.7503|0|0.0
381.75031|0|0.0
685.9|0|0.0
685.99|0|0.0
364.71|0|0.0
364.722|0|0.0
15.11|0|0.0
12.9019|0|0.0
008|0|0.0
010.13|0|0.0
519.8025|0|0.0
381.30934|0|0.0
381.35|0|0.0
519.38914|0|0.0
012.903|0|0.0
381.75059|0|0.0
360.02|0|0.0
360.03|0|0.0
360.034|0|0.0
333|0|0.0
333.53|0|0.0
371.35|0|0.0
371.36|0|0.0
371.4|0|0.0
372.1023|0|0.0
160.226|0|0.0
512.802|0|0.0
809.0034|0|0.0
810,906|0|0.0
810.03|0|0.0
512.8034|0|0.0
372.3|0|0.0
233.077|0|0.0
618.61|0|0.0
372.36|0|0.0
372.4804|0|0.0
388.2115|0|0.0
654.0|0|0.0
512.803|0|0.0
810.3|0|0.0
810.509|0|0.0
369.11|0|0.0
369.42|0|0.0
648.6|0|0.0
632.9|0|0.0
810.91192|0|0.0
810.948|0|0.0
810.952|0|0.0
473.011|0|0.0
811.3507|0|0.0
811.36099|0|0.0
811.38|0|0.0
811,609|0|0.0
811.01|0|0.0
326.319|0|0.0
596.32|0|0.0
620.906|0|0.0
620.915|0|0.0
810.28|0|0.0
370.19|0|0.0
370.76|0|0.0
360.003|0|0.0
233.0903|0|0.0
233.049|0|0.0
811.802|0|0.0
152.37|0|0.0
472.529025|0|0.0
472.85|0|0.0
669.0|0|0.0
321.65|0|0.0
610.9291|0|0.0
512.42074|0|0.0
163|0|0.0
512.47|0|0.0
806|0|0.0
372.93|0|0.0
360.26|0|0.0
374.004|0|0.0
598.1021|0|0.0
598.109|0|0.0
668.8932|0|0.0
326.2192|0|0.0
326.2303|0|0.0
373.018|0|0.0
610.905|0|0.0
374.3|0|0.0
8020|0|0.0
802.09|0|0.0
374.539|0|0.0
326.419|0|0.0
370.9114|0|0.0
370.91199|0|0.0
326.2011|0|0.0
326.202|0|0.0
811.62099|0|0.0
811.7Y94s|0|0.0
472.1934|0|0.0
594.503|0|0.0
668.55|0|0.0
668.837|0|0.0
601.912|0|0.0
606.91185|0|0.0
397.8|0|0.0
512.403|0|0.0
512.42073|0|0.0
326.365|0|0.0
600.15023|0|0.0
600.1503|0|0.0
594.2938|0|0.0
812.6099|0|0.0
811.5|0|0.0
668.8912|0|0.0
673.911|0|0.0
593.505|0|0.0
364.305|0|0.0
813.409|0|0.0
813.504|0|0.0
812.61|0|0.0
152.011|0|0.0
374.04|0|0.0
374.09|0|0.0
594.103|0|0.0
594.10733|0|0.0
672.2|0|0.0
359.1181|0|0.0
359.25|0|0.0
472.192|0|0.0
472.19312|0|0.0
359.99|0|0.0
326.2034|0|0.0
326.2059|0|0.0
373.53|0|0.0
152.2103|0|0.0
152.225|0|0.0
600.15023|0|0.0
398.023|0|0.0
802.0666|0|0.0
375.2262|0|0.0
375.37|0|0.0
375.44|0|0.0
799.103|0|0.0
800.099|0|0.0
600.6059|0|0.0
673.7|0|0.0
594.8|0|0.0
326.701|0|0.0
326.1809|0|0.0
326.18091184|0|0.0
359.1155|0|0.0
359.1157|0|0.0
359.11601|0|0.0
334.125023|0|0.0
334.142|0|0.0
813.507|0|0.0
813.604|0|0.0
679.07|0|0.0
592.7|0|0.0
592.75|0|0.0
593.03|0|0.0
593.2303|0|0.0
678.22|0|0.0
374.31|0|0.0
374.321|0|0.0
374.33|0|0.0
600.691165|0|0.0
802.043|0|0.0
475.021|0|0.0
475.025|0|0.0
475.034|0|0.0
320.9119|0|0.0
792.92|0|0.0
792.9603|0|0.0
792.991|0|0.0
598.08|0|0.0
600.91155|0|0.0
594.77|0|0.0
512.12|0|0.0
388.3114|0|0.0
592.034|0|0.0
140.3|0|0.0
141.03|0|0.0
361.1|0|0.0
361.25|0|0.0
679.61|0|0.0
680.91195|0|0.0
151.212|0|0.0
151.5099|0|0.0
320.1027|0|0.0
320.11|0|0.0
320.184|0|0.0
320.1913|0|0.0
813.8099|0|0.0
591.98034|0|0.0
592.003|0|0.0
681.6099|0|0.0
682.0|0|0.0
326.703|0|0.0
370.53|0|0.0
370.59|0|0.0
370.6|0|0.0
793.303|0|0.0
796.703|0|0.0
797.403|0|0.0
377.012|0|0.0
792.203|0|0.0
792.403|0|0.0
792.7|0|0.0
370.86|0|0.0
687.04|0|0.0
374.43|0|0.0
376.64|0|0.0
792.809|0|0.0
792.83|0|0.0
792.9103|0|0.0
180.3|0|0.0
332.60942|0|0.0
398.459|0|0.0
374.472|0|0.0
374.569|0|0.0
374.603|0|0.0
374.62|0|0.0
